TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%
Portland Trail Blazers,72,72,33.1,946,2169,43.6,55.4,12.4,436,812,53.7,20.7,510,1357,37.6
Phoenix Suns,72,72,33.3,964,2096,46.0,54.2,18.1,622,1141,54.5,15.2,342,955,35.8
Milwaukee Bucks,72,72,31.3,975,2067,47.2,56.7,15.1,580,998,58.1,16.2,395,1069,37.0
LA Clippers,72,72,33.2,944,2053,46.0,56.2,16.6,523,1024,51.1,16.6,421,1029,40.9
Dallas Mavericks,72,72,32.5,922,2038,45.2,56.0,13.5,484,850,56.9,18.9,438,1188,36.9
Charlotte Hornets,72,72,31.3,888,1977,44.9,55.4,13.4,472,848,55.7,17.9,416,1129,36.8
San Antonio Spurs,72,72,30.3,871,1971,44.2,52.2,16.3,556,1062,52.4,14.0,315,909,34.7
Boston Celtics,72,72,30.6,854,1961,43.5,53.2,14.0,476,897,53.1,16.6,378,1064,35.5
Brooklyn Nets,72,72,30.6,903,1927,46.9,57.8,13.0,481,816,58.9,17.7,422,1111,38.0
Washington Wizards,72,72,29.4,858,1925,44.6,51.2,17.8,603,1165,51.8,11.6,255,760,33.6
Minnesota Timberwolves,72,72,29.3,795,1918,41.4,51.3,12.2,418,797,52.4,17.1,377,1121,33.6
Denver Nuggets,72,72,30.1,889,1914,46.4,56.6,14.2,502,905,55.5,15.9,387,1009,38.4
Golden State Warriors,72,72,30.4,850,1912,44.5,55.4,12.6,432,792,54.5,17.8,418,1120,37.3
Orlando Magic,72,72,29.7,788,1907,41.3,49.1,16.0,490,1026,47.8,13.7,298,881,33.8
Los Angeles Lakers,72,71,31.2,838,1904,44.0,51.9,16.8,537,1027,52.3,14.4,301,877,34.3
New York Knicks,72,72,30.4,830,1878,44.2,52.8,16.8,507,1041,48.7,13.5,323,837,38.6
Houston Rockets,72,72,29.5,753,1859,40.5,51.1,10.5,359,661,54.3,19.0,394,1198,32.9
Sacramento Kings,72,72,29.1,811,1855,43.7,52.4,14.2,489,903,54.2,14.9,322,952,33.8
Toronto Raptors,72,72,28.9,797,1846,43.2,54.0,11.7,396,745,53.2,17.3,401,1101,36.4
Philadelphia 76ers,72,72,29.5,837,1844,45.4,53.7,16.0,530,1000,53.0,13.5,307,844,36.4
Miami Heat,72,72,30.3,797,1828,43.6,53.5,13.3,434,804,54.0,17.0,363,1024,35.4
Utah Jazz,72,72,28.6,783,1811,43.2,55.5,9.8,337,619,54.4,18.8,446,1192,37.4
Atlanta Hawks,72,72,28.6,790,1793,44.1,54.0,13.0,433,813,53.3,15.6,357,980,36.4
Detroit Pistons,72,72,28.9,736,1759,41.8,51.3,12.4,404,754,53.6,16.5,332,1005,33.0
New Orleans Pelicans,72,72,27.3,786,1746,45.0,54.2,12.8,466,818,57.0,14.5,320,928,34.5
Oklahoma City Thunder,72,72,27.5,729,1734,42.0,50.6,12.4,431,781,55.2,15.1,298,953,31.3
Chicago Bulls,72,72,26.8,743,1710,43.5,52.3,13.3,439,846,51.9,13.5,304,864,35.2
Memphis Grizzlies,72,72,25.4,777,1678,46.3,54.1,13.8,514,914,56.2,11.6,263,764,34.4
Indiana Pacers,72,72,25.2,760,1657,45.9,54.5,12.6,474,826,57.4,12.7,286,831,34.4
Cleveland Cavaliers,72,71,25.8,680,1573,43.2,51.1,12.7,433,771,56.2,13.2,247,802,30.8
