PLAYER,TEAM,POSITION,AGE,GP,G,FREQ%,DFGM,DFGA,DFG%,FG%,DIFF%,year
Monte Morris,MIN,G,28.0,3,2,36.4,1,4,25.0,61.0,-36.0,2024
Reggie Jackson,DEN,G,34.0,3,3,26.7,2,4,50.0,65.1,-15.1,2024
Dante Exum,DAL,G,28.0,3,1,33.3,3,4,75.0,65.0,10.0,2024
Ben Sheppard,IND,G,22.0,3,2,20.0,3,4,75.0,58.3,16.7,2024
Sam Hauser,BOS,F,26.0,2,2,44.4,1,4,25.0,60.0,-35.0,2024
Grayson Allen,PHX,G,28.0,2,2,23.5,2,4,50.0,65.8,-15.8,2024
Bam Adebayo,MIA,C-F,26.0,2,1,23.5,4,4,100.0,66.1,33.9,2024
Payton Pritchard,BOS,G,26.0,2,2,36.4,3,4,75.0,62.6,12.4,2024
Jayson Tatum,BOS,F-G,26.0,2,2,28.6,1,4,25.0,66.4,-41.4,2024
Terance Mann,LAC,G-F,27.0,3,2,12.5,4,4,100.0,71.9,28.1,2024
Spencer Dinwiddie,LAL,G,31.0,3,3,30.8,2,4,50.0,68.6,-18.6,2024
Dwight Powell,DAL,F-C,32.0,1,1,100.0,2,3,66.7,57.0,9.7,2024
Josh Green,DAL,G,23.0,2,1,18.8,1,3,33.3,61.2,-27.8,2024
Kenrich Williams,OKC,G-F,29.0,2,1,37.5,3,3,100.0,69.9,30.1,2024
Buddy Hield,PHI,G,31.0,3,1,25.0,2,3,66.7,61.3,5.4,2024
Luka Garza,MIN,C,25.0,1,1,60.0,2,3,66.7,50.6,16.1,2024
Malik Beasley,MIL,G,27.0,3,1,18.8,2,3,66.7,67.2,-0.5,2024
Justin Holiday,DEN,F-G,35.0,3,1,37.5,2,3,66.7,68.9,-2.3,2024
Jose Alvarado,NOP,G,26.0,2,2,27.3,2,3,66.7,65.8,0.9,2024
Josh Okogie,PHX,G,25.0,3,2,75.0,2,3,66.7,67.4,-0.7,2024
Jalen Smith,IND,F-C,24.0,2,2,30.0,2,3,66.7,60.5,6.2,2024
AJ Green,MIL,G,24.0,3,1,21.4,0,3,0.0,69.2,-69.2,2024
Jaxson Hayes,LAL,C-F,23.0,2,2,60.0,3,3,100.0,66.6,33.4,2024
Dyson Daniels,NOP,G,21.0,2,2,60.0,2,3,66.7,64.3,2.4,2024
Marcus Morris Sr.,CLE,F,34.0,1,1,50.0,0,2,0.0,58.3,-58.3,2024
Cason Wallace,OKC,G,20.0,2,2,14.3,1,2,50.0,61.7,-11.7,2024
Kyle Anderson,MIN,F-G,30.0,2,2,50.0,1,2,50.0,62.5,-12.5,2024
Gordon Hayward,OKC,F,34.0,2,1,33.3,1,2,50.0,66.2,-16.2,2024
Wendell Moore Jr.,MIN,G,22.0,2,1,66.7,1,2,50.0,82.6,-32.6,2024
Kevin Love,MIA,F-C,35.0,2,1,33.3,2,2,100.0,64.9,35.2,2024
Brandon Boston Jr.,LAC,G,22.0,1,1,50.0,1,1,100.0,64.4,35.6,2024
Andre Jackson Jr.,MIL,G,22.0,1,1,10.0,0,1,0.0,68.2,-68.2,2024
Jordan Hawkins,NOP,G,21.0,1,1,100.0,1,1,100.0,63.4,36.6,2024
Kendall Brown,IND,G,20.0,1,1,100.0,1,1,100.0,62.5,37.5,2024
Jarace Walker,IND,F,20.0,1,1,100.0,0,1,0.0,57.9,-57.9,2024
Sam Merrill,CLE,G,27.0,1,1,11.1,0,1,0.0,58.5,-58.5,2024
Isaiah Thomas,PHX,G,35.0,1,1,50.0,1,1,100.0,58.1,41.9,2024
Cameron Payne,PHI,G,29.0,1,1,16.7,0,1,0.0,65.2,-65.2,2024
Jaylin Williams,OKC,F,21.0,2,1,14.3,1,1,100.0,54.3,45.7,2024
Jordan McLaughlin,MIN,G,28.0,2,1,25.0,0,1,0.0,20.0,-20.0,2024
Goga Bitadze,ORL,C-F,24.0,1,1,33.3,1,1,100.0,57.7,42.3,2024
Damian Jones,CLE,C,28.0,1,1,20.0,0,1,0.0,66.1,-66.1,2024
DeAndre Jordan,DEN,C,35.0,1,1,16.7,1,1,100.0,58.4,41.6,2024
Jaden Hardy,DAL,G,21.0,1,1,100.0,0,1,0.0,49.1,-49.1,2024
Jae Crowder,MIL,F,33.0,2,1,16.7,1,1,100.0,66.0,34.0,2024
Gabe Vincent,LAL,G,27.0,3,1,5.3,0,1,0.0,61.3,-61.3,2024
Anthony Black,ORL,G,20.0,1,1,50.0,1,1,100.0,57.7,42.3,2024
Caleb Houstan,ORL,G,21.0,2,1,50.0,0,1,0.0,64.8,-64.8,2024
Jett Howard,ORL,G,20.0,1,1,20.0,1,1,100.0,64.8,35.2,2024
Isaiah Jackson,IND,F,22.0,1,1,50.0,1,1,100.0,63.2,36.8,2024
Isaiah Joe,OKC,G,24.0,2,1,12.5,1,1,100.0,66.4,33.6,2024
Bol Bol,PHX,C-F,24.0,2,1,25.0,1,1,100.0,70.4,29.6,2024
