TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Cleveland Cavaliers,82,2013,21.8,0.99,1990,730,1597,45.7,52.9,9.8,12.9,9.1,2.1,43.7,96.6
Oklahoma City Thunder,82,1636,17.7,0.96,1579,585,1237,47.3,50.5,13.4,13.8,12.1,2.8,45.7,86.2
Charlotte Hornets,82,1932,20.9,0.8,1552,572,1550,36.9,43.0,7.2,13.8,6.6,1.2,35.4,0.0
Indiana Pacers,82,1587,17.4,0.96,1516,576,1270,45.4,50.9,9.3,12.1,8.0,1.4,43.7,79.3
Portland Trail Blazers,82,1700,18.0,0.89,1508,556,1307,42.5,48.8,9.8,15.7,8.9,2.4,39.8,51.7
Houston Rockets,82,1633,17.1,0.88,1443,539,1310,41.1,47.0,8.6,12.7,7.7,1.5,39.9,41.4
Atlanta Hawks,82,1561,16.3,0.91,1425,503,1161,43.3,50.3,10.4,17.0,8.9,1.7,40.5,65.5
Washington Wizards,82,1679,18.0,0.84,1417,520,1270,40.9,46.5,9.9,16.4,8.2,1.9,38.4,31.0
Detroit Pistons,82,1588,17.1,0.89,1407,527,1235,42.7,47.9,9.5,14.5,8.8,1.8,40.7,44.8
Minnesota Timberwolves,82,1482,16.3,0.92,1364,477,1125,42.4,51.6,9.1,17.0,7.9,2.0,39.1,72.4
Orlando Magic,82,1617,18.1,0.84,1352,495,1201,41.2,45.3,11.1,16.8,10.2,2.1,39.3,24.1
New York Knicks,82,1352,15.0,1.0,1349,499,1082,46.1,52.0,10.5,11.1,9.3,1.6,45.5,100.0
Chicago Bulls,82,1492,15.9,0.9,1348,493,1114,44.3,49.6,10.2,17.1,9.4,1.9,41.2,58.6
New Orleans Pelicans,82,1654,17.8,0.81,1340,510,1260,40.5,45.4,8.2,16.9,7.6,1.3,37.4,3.4
Sacramento Kings,82,1375,15.0,0.97,1339,517,1072,48.2,52.6,10.1,14.3,9.6,2.3,45.2,93.1
Boston Celtics,82,1380,15.4,0.97,1335,462,1084,42.6,52.9,8.7,14.3,7.3,1.5,40.4,89.7
Philadelphia 76ers,82,1534,17.0,0.87,1335,496,1207,41.1,46.8,9.3,14.1,8.3,2.0,39.3,34.5
Milwaukee Bucks,82,1362,15.3,0.96,1314,460,1000,46.0,51.9,12.6,16.2,11.6,2.1,43.6,82.8
Phoenix Suns,82,1463,16.4,0.89,1297,476,1109,42.9,47.4,9.8,15.5,9.2,1.2,41.1,48.3
Los Angeles Lakers,82,1415,15.9,0.91,1293,446,1024,43.6,50.2,12.6,17.5,11.4,2.4,41.3,69.0
Dallas Mavericks,82,1397,15.3,0.92,1289,472,1095,43.1,47.9,11.6,13.0,11.0,2.9,42.1,75.9
Miami Heat,82,1436,16.2,0.88,1267,476,1080,44.1,50.2,8.9,18.0,8.3,2.2,39.6,37.9
LA Clippers,82,1308,14.6,0.9,1179,430,1002,42.9,49.2,8.8,16.1,8.1,1.5,39.9,55.2
Utah Jazz,82,1415,15.1,0.83,1177,422,1033,40.9,48.0,9.2,19.3,7.6,1.5,37.0,17.2
San Antonio Spurs,82,1268,13.8,0.84,1066,398,947,42.0,47.3,9.7,17.4,8.8,1.8,38.9,27.6
Brooklyn Nets,82,1247,14.0,0.83,1039,377,914,41.2,45.1,11.1,17.8,9.7,2.2,38.9,20.7
Toronto Raptors,82,1275,13.5,0.81,1033,392,917,42.7,46.0,10.9,19.5,10.0,2.4,38.8,6.9
Denver Nuggets,82,1130,12.2,0.91,1026,392,869,45.1,51.6,7.9,16.6,7.0,1.4,40.5,62.1
Golden State Warriors,82,1243,13.4,0.82,1017,358,970,36.9,42.6,10.5,13.0,9.4,1.5,37.3,10.3
Memphis Grizzlies,82,984,10.2,0.82,811,313,752,41.6,46.1,7.5,17.7,6.5,1.6,37.6,13.8
