TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Toronto Raptors,28,213,6.5,1.12,238,102,184,55.4,56.3,10.3,5.6,9.9,2.3,55.9,62.1
Portland Trail Blazers,27,192,6.2,1.17,225,100,163,61.3,62.0,9.9,7.8,9.9,2.6,58.9,72.4
Detroit Pistons,28,182,5.8,1.18,214,89,151,58.9,59.9,14.3,7.7,14.3,4.9,57.1,75.9
New Orleans Pelicans,28,215,6.8,0.97,208,78,168,46.4,46.7,15.3,7.4,14.0,0.9,50.2,13.8
Utah Jazz,26,186,6.3,1.11,207,85,142,59.9,59.9,17.2,11.8,16.7,5.4,54.8,58.6
Houston Rockets,25,197,6.7,1.04,205,91,175,52.0,52.0,8.6,4.1,8.1,1.5,52.8,34.5
Atlanta Hawks,26,196,6.3,1.01,198,85,167,50.9,51.5,9.2,8.2,7.7,2.6,50.0,24.1
Memphis Grizzlies,28,170,5.1,1.13,192,84,146,57.5,58.9,9.4,7.1,8.8,2.4,55.3,65.5
Denver Nuggets,25,176,6.1,1.08,191,81,144,56.3,56.3,13.6,6.8,12.5,2.3,56.3,44.8
Dallas Mavericks,26,155,5.3,1.19,184,80,123,65.0,66.3,11.0,12.3,11.0,2.6,60.0,82.8
Orlando Magic,28,167,5.4,1.07,179,73,127,57.5,57.9,15.6,10.2,13.2,1.8,56.3,41.4
Charlotte Hornets,28,148,4.7,1.19,176,77,121,63.6,64.5,11.5,9.5,10.8,2.7,58.8,86.2
Sacramento Kings,28,131,4.2,1.27,167,72,111,64.9,66.2,12.2,6.9,9.2,3.8,62.6,100.0
Minnesota Timberwolves,26,139,4.9,1.2,167,64,103,62.1,62.6,22.3,7.2,20.1,3.6,61.9,96.6
Washington Wizards,25,157,5.5,1.04,164,73,133,54.9,56.4,7.6,8.9,7.6,1.3,51.6,37.9
LA Clippers,28,163,5.3,1.01,164,71,135,52.6,53.3,9.8,9.8,9.8,2.5,49.7,17.2
Philadelphia 76ers,25,157,5.7,1.03,162,65,126,51.6,52.8,13.4,8.9,12.1,2.5,52.2,31.0
Brooklyn Nets,27,132,4.6,1.2,158,63,110,57.3,57.7,12.9,4.5,11.4,0.8,59.8,89.7
Los Angeles Lakers,27,136,4.6,1.16,158,69,117,59.0,59.4,9.6,5.9,8.1,1.5,58.8,69.0
Golden State Warriors,25,167,5.8,0.9,150,62,134,46.3,47.4,12.6,10.2,10.2,3.0,45.5,3.4
Chicago Bulls,28,126,3.9,1.11,140,57,105,54.3,54.8,15.1,4.8,11.9,3.2,57.1,55.2
New York Knicks,26,116,4.2,1.2,139,60,94,63.8,63.8,11.2,12.1,11.2,4.3,58.6,93.1
Indiana Pacers,28,123,4.0,1.02,126,53,100,53.0,54.5,11.4,9.8,10.6,2.4,50.4,27.6
Cleveland Cavaliers,28,106,3.4,1.18,125,51,91,56.0,56.0,16.0,2.8,15.1,4.7,58.5,79.3
San Antonio Spurs,27,129,4.3,0.94,121,51,107,47.7,50.0,8.5,11.6,7.0,3.1,45.0,10.3
Milwaukee Bucks,24,116,4.5,1.01,117,52,98,53.1,54.1,10.3,7.8,10.3,2.6,50.0,20.7
Phoenix Suns,26,103,3.6,1.1,113,49,84,58.3,58.9,10.7,8.7,10.7,1.0,57.3,48.3
Boston Celtics,27,120,4.0,0.9,108,43,97,44.3,44.8,10.8,10.0,9.2,1.7,45.0,6.9
Miami Heat,25,125,4.6,0.86,108,38,98,38.8,39.3,17.6,6.4,17.6,2.4,44.8,0.0
Oklahoma City Thunder,25,83,3.0,1.11,92,41,70,58.6,59.3,8.4,9.6,8.4,2.4,54.2,51.7
