TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Atlanta Hawks,82,719,7.5,1.12,802,328,615,53.3,58.0,10.3,6.7,10.0,2.5,52.7,62.1
Milwaukee Bucks,82,650,7.3,1.17,758,295,570,51.8,60.4,9.4,5.1,9.1,2.2,51.4,93.1
Indiana Pacers,82,649,7.1,1.16,754,277,564,49.1,58.1,10.5,4.8,10.3,2.2,50.5,89.7
Cleveland Cavaliers,82,634,6.9,1.17,744,287,523,54.9,60.2,14.4,6.3,13.2,3.2,55.2,96.6
Washington Wizards,82,686,7.4,1.03,706,266,592,44.9,51.1,10.8,5.4,10.2,2.5,46.6,10.3
Chicago Bulls,82,611,6.5,1.14,696,283,555,51.0,58.1,6.4,5.2,6.1,2.5,49.9,75.9
San Antonio Spurs,82,588,6.4,1.15,675,265,499,53.1,59.2,10.7,7.5,10.2,3.1,51.9,82.8
Los Angeles Lakers,82,575,6.5,1.16,665,269,496,54.2,59.7,10.6,6.8,10.3,3.7,53.0,86.2
Charlotte Hornets,82,618,6.7,1.05,647,249,499,49.9,54.5,13.4,9.4,13.1,3.6,49.7,17.2
Phoenix Suns,82,579,6.5,1.11,641,246,457,53.8,58.2,14.2,10.0,13.5,3.1,52.7,48.3
Oklahoma City Thunder,82,535,5.8,1.14,612,237,465,51.0,60.4,6.9,7.5,6.5,1.3,49.5,79.3
Toronto Raptors,82,546,5.8,1.12,611,260,469,55.4,57.9,9.2,7.0,8.4,2.0,54.2,65.5
Miami Heat,82,561,6.3,1.06,596,239,484,49.4,53.6,9.4,6.1,9.3,1.8,50.1,27.6
Boston Celtics,82,548,6.1,1.08,592,215,470,45.7,54.5,9.9,6.6,9.7,2.2,46.7,37.9
Philadelphia 76ers,82,540,6.0,1.08,585,220,440,50.0,57.6,11.1,9.1,10.7,1.7,49.1,41.4
Minnesota Timberwolves,82,518,5.7,1.11,577,214,421,50.8,58.2,12.5,8.5,12.4,2.3,50.4,58.6
Denver Nuggets,82,482,5.2,1.2,576,218,385,56.6,61.9,14.9,7.5,13.9,2.3,57.1,100.0
New Orleans Pelicans,82,539,5.8,1.05,566,215,430,50.0,54.5,15.0,7.8,14.3,2.6,50.1,20.7
Orlando Magic,82,558,6.3,1.0,561,203,453,44.8,49.9,14.5,7.2,13.3,2.9,47.7,6.9
Utah Jazz,82,526,5.6,1.03,542,210,449,46.8,52.8,11.2,7.6,10.6,4.2,46.2,13.8
Sacramento Kings,82,494,5.4,1.08,536,208,426,48.8,54.9,9.9,5.9,9.7,2.0,49.8,44.8
Houston Rockets,82,532,5.6,0.99,529,208,448,46.4,50.8,11.3,6.6,11.1,2.1,47.0,3.4
Portland Trail Blazers,82,465,4.9,1.11,515,215,408,52.7,57.0,9.0,6.0,8.4,2.8,51.8,51.7
LA Clippers,82,465,5.2,1.08,500,208,394,52.8,56.5,9.2,8.0,9.0,1.9,51.6,31.0
Detroit Pistons,82,435,4.7,1.11,483,188,356,52.8,57.7,13.1,7.8,12.4,2.8,52.2,55.2
New York Knicks,82,402,4.5,1.13,455,174,333,52.3,57.2,12.7,7.5,12.2,3.0,53.0,72.4
Dallas Mavericks,82,411,4.5,1.08,442,182,352,51.7,56.4,9.0,7.8,8.8,2.4,50.9,34.5
Golden State Warriors,82,376,4.1,1.06,397,162,316,51.3,56.5,8.5,9.8,8.0,2.4,48.9,24.1
Memphis Grizzlies,82,338,3.5,1.13,381,153,291,52.6,58.4,10.4,7.4,10.1,3.8,51.5,69.0
Brooklyn Nets,82,378,4.2,0.93,351,145,321,45.2,49.1,9.8,7.1,9.3,1.9,44.2,0.0
