Player,Team,Age,GP,Min,ScreenAssists,ScreenAssists PTS,Deflections,OFF Loose BallsRecovered,DEF Loose BallsRecovered,Loose BallsRecovered,% Loose BallsRecovered OFF,% Loose BallsRecovered DEF,ChargesDrawn,Contested2PT Shots,Contested3PT Shots,ContestedShots
Aaron Brooks,MIN,33,2,3,0,0,0,0,0,0,0.0,0.0,0,0,1,1
Aaron Jackson,HOU,32,7,17,0,0,0,1,2,3,33.3,66.7,0,2,1,3
Abdel Nader,BOS,24,11,33,0,0,1,0,1,1,0.0,100.0,0,4,8,12
Al Horford,BOS,32,19,679,58,132,34,15,16,31,48.4,51.6,0,153,81,234
Al-Farouq Aminu,POR,27,4,131,10,22,8,7,3,10,70.0,30.0,0,21,7,28
Alec Burks,UTA,26,9,120,1,3,3,0,3,3,0.0,100.0,0,9,9,18
Alex Abrines,OKC,24,6,110,0,0,11,3,5,8,37.5,62.5,0,19,13,32
Amir Johnson,PHI,31,8,94,12,27,7,4,1,5,80.0,20.0,1,19,7,26
Andre Iguodala,GSW,34,15,401,10,26,33,12,14,26,46.2,53.8,1,31,35,66
Andrew Wiggins,MIN,23,5,164,0,0,4,4,1,5,80.0,20.0,0,14,26,40
Ante Zizic,CLE,21,8,23,4,8,2,1,0,1,100.0,0.0,0,11,3,14
Anthony Davis,NOP,25,9,358,33,70,33,12,8,20,60.0,40.0,0,103,43,146
Aron Baynes,BOS,31,19,389,32,79,11,12,6,18,66.7,33.3,3,147,33,180
Bam Adebayo,MIA,20,5,77,8,18,2,0,2,2,0.0,100.0,0,25,4,29
Ben Simmons,PHI,21,10,369,17,41,28,9,12,21,42.9,57.1,0,32,22,54
Bojan Bogdanovic,IND,29,7,238,1,2,9,4,1,5,80.0,20.0,0,35,25,60
Bradley Beal,WAS,25,6,216,1,2,17,3,1,4,75.0,25.0,0,27,22,49
Brandon Jennings,MIL,28,1,5,0,0,0,0,0,0,0.0,0.0,0,0,0,0
Brandon Paul,SAS,27,1,3,0,0,0,0,0,0,0.0,0.0,0,0,1,1
Bryn Forbes,SAS,24,4,54,0,0,0,1,1,2,50.0,50.0,0,9,8,17
CJ McCollum,POR,26,4,155,0,0,6,1,3,4,25.0,75.0,0,22,12,34
CJ Miles,TOR,31,10,227,3,7,17,4,6,10,40.0,60.0,0,36,21,57
Caleb Swanigan,POR,21,1,8,1,2,0,0,0,0,0.0,0.0,0,2,1,3
Carmelo Anthony,OKC,34,6,194,5,11,18,5,2,7,71.4,28.6,0,23,21,44
Cedi Osman,CLE,23,14,62,0,0,4,2,1,3,66.7,33.3,0,5,5,10
Cheick Diallo,NOP,21,7,48,10,21,1,4,0,4,100.0,0.0,0,11,6,17
Chinanu Onuaku,HOU,21,1,3,0,0,1,0,0,0,0.0,0.0,0,0,0,0
Chris Paul,HOU,33,15,517,17,42,50,15,23,38,39.5,60.5,0,48,41,89
Clint Capela,HOU,24,17,520,71,163,19,20,14,34,58.8,41.2,0,170,63,233
Corey Brewer,OKC,32,6,151,0,0,20,3,7,10,30.0,70.0,2,26,22,48
Cory Joseph,IND,26,7,143,2,6,13,4,6,10,40.0,60.0,2,18,11,29
Dakari Johnson,OKC,22,2,3,1,2,0,0,0,0,0.0,0.0,0,1,1,2
Damian Jones,GSW,23,4,11,2,4,1,0,2,2,0.0,100.0,0,5,2,7
Damian Lillard,POR,27,4,162,0,0,10,5,2,7,71.4,28.6,1,11,6,17
Danny Green,SAS,31,5,103,1,3,9,1,2,3,33.3,66.7,0,29,6,35
Dante Exum,UTA,22,10,114,1,2,7,1,6,7,14.3,85.7,1,23,13,36
Dario Saric,PHI,24,10,329,12,30,17,12,8,20,60.0,40.0,3,75,49,124
Darius Miller,NOP,28,9,162,4,11,9,2,7,9,22.2,77.8,0,12,19,31
Darren Collison,IND,30,7,214,1,2,16,3,9,12,25.0,75.0,1,7,26,33
David Stockton,UTA,27,2,6,0,0,1,0,0,0,0.0,0.0,0,1,1,2
David West,GSW,37,18,175,19,46,18,4,3,7,57.1,42.9,0,59,29,88
Davis Bertans,SAS,25,5,82,5,11,3,1,0,1,100.0,0.0,0,16,6,22
DeAndre Liggins,NOP,30,3,14,0,0,0,0,0,0,0.0,0.0,0,2,0,2
DeMar DeRozan,TOR,28,10,354,2,5,13,7,6,13,53.8,46.2,0,43,16,59
Dejounte Murray,SAS,21,5,96,0,0,5,5,3,8,62.5,37.5,0,20,10,30
Delon Wright,TOR,26,10,215,0,0,28,5,5,10,50.0,50.0,0,28,18,46
Derrick Favors,UTA,26,11,286,17,38,10,10,6,16,62.5,37.5,0,83,36,119
Derrick Rose,MIN,29,5,119,1,2,3,3,3,6,50.0,50.0,0,3,14,17
Derrick White,SAS,23,3,18,0,0,1,0,0,0,0.0,0.0,0,7,3,10
Domantas Sabonis,IND,22,7,166,16,37,2,1,1,2,50.0,50.0,0,36,16,52
Donovan Mitchell,UTA,21,11,411,3,6,30,11,13,24,45.8,54.2,0,45,39,84
Draymond Green,GSW,28,21,819,50,120,79,20,21,41,48.8,51.2,0,208,93,301
