TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Los Angeles Lakers,5,28,24.6,1.6,44,19,25,76.0,76.0,14.3,3.6,10.7,7.1,75.0,91.7
LA Clippers,5,27,38.0,1.3,36,16,25,64.0,64.0,14.8,0.0,14.8,7.4,66.7,27.3
Dallas Mavericks,5,16,45.7,1.6,26,11,14,78.6,78.6,25.0,0.0,25.0,12.5,81.3,100.0
Cleveland Cavaliers,5,16,22.2,1.6,25,11,13,84.6,84.6,12.5,12.5,12.5,6.3,75.0,83.3
Cleveland Cavaliers,4,18,33.3,1.3,24,9,12,75.0,75.0,33.3,5.6,27.8,5.6,77.8,27.3
Minnesota Timberwolves,4,18,36.7,1.3,23,7,12,58.3,58.3,27.8,11.1,27.8,5.6,61.1,16.7
Denver Nuggets,5,15,21.7,1.5,22,11,14,78.6,78.6,0.0,6.7,0.0,0.0,73.3,75.0
Miami Heat,5,14,12.4,1.4,20,10,14,71.4,71.4,0.0,0.0,0.0,0.0,71.4,66.7
Philadelphia 76ers,5,12,19.7,1.4,17,8,11,72.7,72.7,8.3,0.0,8.3,0.0,75.0,58.3
New York Knicks,5,15,34.1,1.1,16,8,14,57.1,57.1,0.0,6.7,0.0,0.0,53.3,8.3
Orlando Magic,5,10,24.4,1.4,14,5,7,71.4,71.4,40.0,0.0,40.0,10.0,70.0,45.5
Denver Nuggets,5,10,8.4,1.4,14,6,8,75.0,75.0,10.0,10.0,10.0,0.0,70.0,45.5
Phoenix Suns,4,11,28.9,1.0,11,5,9,55.6,55.6,9.1,9.1,9.1,0.0,54.5,0.0
