TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Cleveland Cavaliers,12,42,3.4,1.43,60,22,40,55.0,72.5,2.4,2.4,2.4,0.0,54.8,100.0
Minnesota Timberwolves,12,43,3.4,1.21,52,20,40,50.0,58.8,7.0,2.3,7.0,2.3,51.2,73.3
Boston Celtics,11,36,3.2,1.33,48,15,29,51.7,70.7,13.9,5.6,13.9,0.0,52.8,86.7
Denver Nuggets,12,43,3.5,0.86,37,14,40,35.0,43.8,4.7,4.7,4.7,2.3,34.9,26.7
Milwaukee Bucks,6,26,4.1,1.19,31,11,24,45.8,58.3,7.7,3.8,7.7,3.8,46.2,66.7
Oklahoma City Thunder,10,25,2.4,1.12,28,11,22,50.0,63.6,0.0,12.0,0.0,0.0,44.0,53.3
LA Clippers,6,34,5.5,0.79,27,10,28,35.7,39.3,8.8,8.8,5.9,0.0,38.2,13.3
Phoenix Suns,4,16,3.9,1.38,22,7,12,58.3,66.7,18.8,6.3,18.8,0.0,62.5,93.3
New York Knicks,13,26,1.8,0.85,22,10,25,40.0,44.0,3.8,3.8,3.8,3.8,38.5,20.0
Indiana Pacers,14,21,1.4,0.95,20,8,19,42.1,52.6,0.0,9.5,0.0,0.0,38.1,40.0
Philadelphia 76ers,6,20,3.2,0.9,18,6,18,33.3,41.7,10.0,0.0,5.0,0.0,40.0,33.3
Orlando Magic,7,15,2.0,1.07,16,5,12,41.7,54.2,13.3,13.3,13.3,6.7,40.0,46.7
Dallas Mavericks,13,25,1.8,0.64,16,6,21,28.6,33.3,4.0,12.0,4.0,0.0,28.0,6.7
New Orleans Pelicans,4,10,2.3,1.3,13,4,8,50.0,56.3,20.0,0.0,20.0,0.0,60.0,80.0
Los Angeles Lakers,5,8,0.0,1.12,9,3,6,50.0,66.7,12.5,12.5,12.5,0.0,50.0,60.0
Miami Heat,5,17,3.5,0.41,7,2,15,13.3,16.7,5.9,5.9,5.9,0.0,17.6,0.0
