TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Boston Celtics,18,80,4.3,0.66,53,8,17,47.1,55.9,26.3,52.5,1.3,0.0,33.8,80.0
Dallas Mavericks,21,110,5.0,0.46,51,3,21,14.3,16.7,30.0,51.8,0.9,0.9,28.2,26.7
New York Knicks,13,80,5.7,0.62,50,8,18,44.4,50.0,26.3,51.2,2.5,0.0,33.8,66.7
Cleveland Cavaliers,12,74,6.0,0.62,46,8,18,44.4,52.8,23.0,52.7,1.4,0.0,33.8,60.0
Indiana Pacers,17,81,4.5,0.57,46,7,24,29.2,33.3,23.5,48.1,3.7,1.2,29.6,53.3
Minnesota Timberwolves,16,67,4.0,0.64,43,6,14,42.9,50.0,28.4,50.7,4.5,0.0,37.3,73.3
Oklahoma City Thunder,10,42,4.0,0.81,34,6,15,40.0,46.7,33.3,31.0,2.4,0.0,45.2,100.0
Philadelphia 76ers,6,38,6.0,0.76,29,5,10,50.0,50.0,31.6,42.1,0.0,0.0,44.7,93.3
Denver Nuggets,12,66,5.3,0.42,28,4,14,28.6,32.1,15.2,63.6,0.0,0.0,21.2,20.0
Orlando Magic,7,35,4.6,0.74,26,3,6,50.0,66.7,34.3,51.4,2.9,2.9,40.0,86.7
LA Clippers,6,35,5.6,0.49,17,2,6,33.3,41.7,25.7,57.1,0.0,0.0,28.6,33.3
Phoenix Suns,4,27,6.6,0.52,14,1,3,33.3,50.0,29.6,59.3,3.7,0.0,29.6,40.0
Miami Heat,5,19,4.0,0.53,10,1,3,33.3,33.3,21.1,63.2,0.0,0.0,26.3,46.7
Los Angeles Lakers,5,23,4.5,0.35,8,1,10,10.0,10.0,13.0,43.5,0.0,0.0,17.4,13.3
Milwaukee Bucks,6,32,5.1,0.16,5,1,6,16.7,16.7,9.4,71.9,0.0,0.0,9.4,6.7
New Orleans Pelicans,4,27,6.2,0.0,0,0,3,0.0,0.0,0.0,88.9,0.0,0.0,0.0,0.0
