TEAM,GP,POSS,FREQ%,PPP,PTS,FGM,FGA,FG%,EFG%,FTFREQ%,TOVFREQ%,SFFREQ%,AND ONEFREQ%,SCOREFREQ%,PERCENTILE
Denver Nuggets,7,50,6.7,1.12,56,23,42,54.8,54.8,18.0,2.0,18.0,4.0,56.0,80.0
Indiana Pacers,8,48,5.6,1.04,50,21,41,51.2,51.2,14.6,4.2,14.6,4.2,52.1,46.7
Orlando Magic,7,47,6.2,1.04,49,19,35,54.3,55.7,17.0,12.8,17.0,4.3,53.2,53.3
Minnesota Timberwolves,6,44,6.9,1.09,48,18,36,50.0,51.4,15.9,6.8,13.6,4.5,52.3,73.3
Milwaukee Bucks,6,34,5.4,1.26,43,19,30,63.3,63.3,8.8,2.9,8.8,0.0,64.7,93.3
Dallas Mavericks,8,39,4.6,0.97,38,15,31,48.4,48.4,17.9,5.1,17.9,2.6,51.3,40.0
Philadelphia 76ers,6,40,6.3,0.92,37,12,28,42.9,42.9,22.5,7.5,22.5,0.0,52.5,20.0
Boston Celtics,7,30,4.2,1.2,36,18,26,69.2,69.2,0.0,13.3,0.0,0.0,60.0,86.7
New York Knicks,8,42,4.8,0.81,34,13,30,43.3,43.3,16.7,11.9,9.5,0.0,45.2,6.7
LA Clippers,6,34,5.5,0.97,33,15,28,53.6,53.6,11.8,5.9,11.8,0.0,52.9,33.3
New Orleans Pelicans,4,26,6.0,0.92,24,10,20,50.0,50.0,15.4,11.5,11.5,3.8,46.2,13.3
Los Angeles Lakers,5,18,3.5,1.28,23,9,16,56.3,59.4,16.7,5.6,16.7,11.1,55.6,100.0
Cleveland Cavaliers,9,34,3.6,0.68,23,9,26,34.6,34.6,8.8,14.7,5.9,0.0,35.3,0.0
Oklahoma City Thunder,6,21,3.3,0.95,20,10,18,55.6,55.6,4.8,14.3,4.8,4.8,47.6,26.7
Phoenix Suns,4,13,3.2,1.08,14,4,8,50.0,50.0,38.5,7.7,38.5,7.7,53.8,64.3
Miami Heat,5,13,2.7,1.08,14,6,12,50.0,50.0,15.4,0.0,15.4,7.7,53.8,64.3
