TEAM,GP,G,Freq%,FGM,FGA,FG%,eFG%,2FG Freq%,2FGM,2FGA,2FG%,3FG Freq%,3PM,3PA,3P%,shot_coverage,year
Denver Nuggets,14,14,37.0,213,457,46.6,47.6,34.4,204,425,48.0,2.6,9,32,28.1,tight,2019
Milwaukee Bucks,15,15,33.0,221,435,50.8,52.2,28.5,209,376,55.6,4.5,12,59,20.3,tight,2019
Philadelphia 76ers,12,12,37.0,190,381,49.9,52.0,31.5,174,324,53.7,5.5,16,57,28.1,tight,2019
Houston Rockets,11,11,36.2,143,332,43.1,47.3,24.6,115,226,50.9,11.6,28,106,26.4,tight,2019
Boston Celtics,9,9,33.5,108,253,42.7,44.3,28.7,100,217,46.1,4.8,8,36,22.2,tight,2019
San Antonio Spurs,7,7,42.6,126,252,50.0,51.6,38.0,118,225,52.4,4.6,8,27,29.6,tight,2019
LA Clippers,6,6,31.1,72,166,43.4,45.5,27.7,65,148,43.9,3.4,7,18,38.9,tight,2019
Utah Jazz,5,5,38.2,75,165,45.5,46.4,34.3,72,148,48.6,3.9,3,17,17.6,tight,2019
Oklahoma City Thunder,5,5,37.9,76,163,46.6,48.8,32.6,69,140,49.3,5.3,7,23,30.4,tight,2019
Brooklyn Nets,5,5,34.2,73,156,46.8,48.4,29.4,68,134,50.7,4.8,5,22,22.7,tight,2019
Orlando Magic,5,5,36.1,63,150,42.0,44.7,29.2,55,121,45.5,7.0,8,29,27.6,tight,2019
Detroit Pistons,4,4,36.4,58,141,41.1,43.6,32.8,51,127,40.2,3.6,7,14,50.0,tight,2019
Indiana Pacers,4,4,30.5,52,102,51.0,52.5,27.8,49,93,52.7,2.7,3,9,33.3,tight,2019
Toronto Raptors,24,24,13.8,125,280,44.6,45.7,13.0,119,263,45.2,0.8,6,17,35.3,very_tight,2019
Golden State Warriors,22,22,13.6,109,257,42.4,44.2,12.4,100,235,42.6,1.2,9,22,40.9,very_tight,2019
Portland Trail Blazers,16,16,17.9,115,256,44.9,46.1,16.9,109,242,45.0,1.0,6,14,42.9,very_tight,2019
Denver Nuggets,14,14,15.9,87,196,44.4,44.6,15.5,86,191,45.0,0.4,1,5,20.0,very_tight,2019
Milwaukee Bucks,15,15,13.0,83,171,48.5,48.8,12.5,82,165,49.7,0.5,1,6,16.7,very_tight,2019
Philadelphia 76ers,12,12,16.1,77,166,46.4,47.0,15.4,75,158,47.5,0.8,2,8,25.0,very_tight,2019
Houston Rockets,11,11,12.1,41,111,36.9,38.3,9.9,38,91,41.8,2.2,3,20,15.0,very_tight,2019
LA Clippers,6,6,16.7,39,89,43.8,43.8,16.1,39,86,45.3,0.6,0,3,0.0,very_tight,2019
Boston Celtics,9,9,11.0,36,83,43.4,44.6,10.2,34,77,44.2,0.8,2,6,33.3,very_tight,2019
Brooklyn Nets,5,5,16.9,34,77,44.2,44.2,16.4,34,75,45.3,0.4,0,2,0.0,very_tight,2019
San Antonio Spurs,7,7,11.7,26,69,37.7,37.7,11.5,26,68,38.2,0.2,0,1,0.0,very_tight,2019
Oklahoma City Thunder,5,5,15.1,29,65,44.6,44.6,14.9,29,64,45.3,0.2,0,1,0.0,very_tight,2019
Detroit Pistons,4,4,14.0,15,54,27.8,27.8,13.7,15,53,28.3,0.3,0,1,0.0,very_tight,2019
Indiana Pacers,4,4,15.0,18,50,36.0,36.0,15.0,18,50,36.0,0.0,0,0,-,very_tight,2019
Orlando Magic,5,5,12.0,17,50,34.0,35.0,11.1,16,46,34.8,1.0,1,4,25.0,very_tight,2019
Utah Jazz,5,5,8.1,16,35,45.7,47.1,7.9,15,34,44.1,0.2,1,1,100,very_tight,2019
Toronto Raptors,24,24,29.0,231,589,39.2,54.2,5.3,54,107,50.5,23.7,177,482,36.7,wide_open,2019
Golden State Warriors,22,22,19.9,173,377,45.9,60.1,5.3,66,100,66.0,14.6,107,277,38.6,wide_open,2019
Milwaukee Bucks,15,15,28.2,140,372,37.6,52.8,3.7,27,49,55.1,24.5,113,323,35.0,wide_open,2019
Portland Trail Blazers,16,16,19.3,120,276,43.5,59.1,4.1,34,59,57.6,15.2,86,217,39.6,wide_open,2019
Denver Nuggets,14,14,19.8,98,245,40.0,55.3,3.6,23,44,52.3,16.3,75,201,37.3,wide_open,2019
Philadelphia 76ers,12,12,22.0,94,226,41.6,54.9,5.3,34,55,61.8,16.6,60,171,35.1,wide_open,2019
Houston Rockets,11,11,24.3,109,223,48.9,69.1,3.1,19,28,67.9,21.3,90,195,46.2,wide_open,2019
Boston Celtics,9,9,27.5,91,208,43.8,57.7,6.6,33,50,66.0,20.9,58,158,36.7,wide_open,2019
Utah Jazz,5,5,29.9,37,129,28.7,38.8,4.4,11,19,57.9,25.5,26,110,23.6,wide_open,2019
LA Clippers,6,6,22.7,52,121,43.0,56.2,5.2,20,28,71.4,17.4,32,93,34.4,wide_open,2019
Orlando Magic,5,5,28.2,41,117,35.0,50.0,5.1,6,21,28.6,23.1,35,96,36.5,wide_open,2019
Indiana Pacers,4,4,29.0,37,97,38.1,49.0,9.6,16,32,50.0,19.5,21,65,32.3,wide_open,2019
Brooklyn Nets,5,5,21.3,36,97,37.1,51.0,3.3,9,15,60.0,18.0,27,82,32.9,wide_open,2019
Oklahoma City Thunder,5,5,21.6,40,93,43.0,60.8,2.8,7,12,58.3,18.8,33,81,40.7,wide_open,2019
San Antonio Spurs,7,7,15.5,43,92,46.7,60.3,4.6,18,27,66.7,11.0,25,65,38.5,wide_open,2019
Detroit Pistons,4,4,20.2,24,78,30.8,41.7,3.6,7,14,50.0,16.5,17,64,26.6,wide_open,2019
